	size	noverlap	hg_fdr	fej_fdr	ks_fdr
GO:0045980	61	27	1.94169630031915e-11	8.37026645548403e-11	0.285288036865394
GO:0045981	125	43	6.62607095316882e-13	2.24839994212463e-12	0.0188451594957544
GO:0045995	117	50	2.50574433795609e-19	1.03999851529291e-18	0.0286235619705307
GO:0043393	177	72	9.06498811292854e-26	3.64175071744032e-25	0.108045417338473
GO:0070997	50	13	0.00181978422526194	0.00472407475758128	0.60741898689971
GO:0006520	316	25	1	1	0.979145903655693
GO:0006521	60	13	0.00957643748153649	0.0209997990265857	0.269960991968805
GO:0006518	368	38	0.593425650539483	0.669804399534224	0.960701589996105
GO:0006513	51	12	0.00650545377577102	0.0154668730260593	0.703460270590294
GO:0006511	423	61	0.00538318270016605	0.00788675010320218	0.467766412356056
GO:0043507	65	17	0.000334351175738429	0.00086942356462687	0.344081532946223
GO:0043506	82	25	6.6282545834001e-07	1.9916081025359e-06	0.138748836862618
GO:0043502	56	24	5.76591422659007e-10	2.42306584760819e-09	0.00116065257388414
GO:0006575	169	28	0.0100622106771225	0.0169717161338362	0.828244178343132
GO:0031503	55	9	0.134605407210851	0.233374282948624	0.538895108069018
GO:0043523	190	77	2.37876672044806e-27	9.3720641224296e-27	0.0631929160164707
GO:0043524	136	55	8.38803925094083e-20	3.3157181560044e-19	0.152898893928799
GO:0043535	50	31	2.69502244195631e-18	1.63161609875123e-17	0.0829234942547341
GO:0043467	84	33	5.60857004409518e-12	2.1609747118077e-11	0.0529777159065421
GO:0043484	106	11	0.618404745606805	0.752376904269635	0.442144030371617
GO:0043488	142	29	0.000339613689828556	0.000697638865682433	0.539902288383227
GO:0043487	150	30	0.000390137591184465	0.000784989402242864	0.744847595095507
GO:0043433	131	116	1.44094939531018e-96	1.19967313170329e-95	9.88182868866261e-12
GO:0043434	264	101	3.78532694084055e-33	1.41671419974963e-32	0.00617628190615437
GO:0043462	60	14	0.00361136027999857	0.00844082002310146	0.813582193894323
GO:0016482	117	16	0.178708563560291	0.259850258434952	0.0670846944496942
GO:0016485	156	33	6.5425627574164e-05	0.000138223952635656	0.52316840978936
GO:0016458	166	15	0.832347053204889	0.917645310951787	0.836124628460398
GO:0090316	248	78	9.51510658632264e-20	2.93959178161213e-19	0.0781811606042108
GO:0090317	85	85	5.32308943200925e-84	5.19672710260266e-83	2.94424216901703e-06
GO:0090305	279	28	0.669251190513129	0.75290833553649	0.0837838575628775
GO:1905114	347	91	4.09916934813762e-17	1.06267838619835e-16	0.0600246435521503
GO:0016525	71	39	4.19009985903344e-20	2.24754351254501e-19	0.108045417338473
GO:0016569	464	67	0.00350103058629376	0.00509356240681067	0.628969676031804
GO:0016570	345	54	0.00154166788978456	0.00243226781580476	0.602371201193765
GO:0016571	87	11	0.339055079151471	0.472256754987167	0.249236545272307
GO:0016573	105	13	0.339728974143545	0.461720086673105	0.645290217445158
GO:0016575	57	13	0.00612950744414469	0.0141310501133411	0.962060048835267
GO:0090502	77	4	1	1	0.890242633630573
GO:0090501	138	8	1	1	0.777326190003128
GO:0016579	123	10	0.915995682634668	0.992072100498914	0.989491577897287
GO:1905039	96	4	1	1	0.962992930793171
GO:0090407	447	40	0.935000043676927	0.978234088654902	0.560683768525667
GO:0006835	68	19	5.68693473544302e-05	0.000157094601002763	0.512067006203549
GO:0006836	96	52	4.91990719033663e-26	2.56734517429756e-25	0.0109318046087777
GO:0006839	120	9	0.965169207052445	1	0.732943475551674
GO:0006821	100	7	0.984524399386748	1	0.782036065208851
GO:0006813	164	16	0.71519108267844	0.820232453354909	0.538360912405994
GO:0006814	146	7	1	1	0.507362518459416
GO:0006818	152	1	1	1	0.156278343892875
GO:0006816	229	71	1.06547292900672e-17	3.2719176140681e-17	0.235672449890911
GO:0006826	56	5	0.789652635221504	0.938273211454995	0.849479152643209
GO:0006887	260	105	7.12434886092019e-37	2.85563097984428e-36	0.0155019576413896
GO:0006885	96	10	0.616618033974713	0.755696003191178	0.878480092847906
GO:0006890	81	3	1	1	0.601843494445216
GO:0006892	83	15	0.0276924004982487	0.051610363422349	0.713907097648937
GO:0006897	440	83	5.05453443022964e-08	9.61105116781718e-08	0.467554228657438
GO:0006898	262	43	0.00186450698629261	0.00307346873878255	0.0842967576348994
GO:0006888	152	17	0.464925981027192	0.578752199225198	0.172172979609119
GO:0016202	114	54	2.25410216333839e-23	1.04501777487793e-22	0.0422661219321354
GO:0006865	115	22	0.00413546350582252	0.00798482117380427	0.26445084986164
GO:0006875	429	136	2.85480009896182e-34	8.93118288866979e-34	0.0184737107527649
GO:0006874	335	119	2.62928401184559e-35	9.1364424701824e-35	0.0530283924799185
GO:0006869	253	49	1.45777565462792e-05	2.84013984866332e-05	0.743571332190681
GO:0016241	127	28	0.000112752971758433	0.000248161497978027	0.250292267493288
GO:0016236	83	8	0.720504813863252	0.859588535127794	0.698682639814658
GO:0016266	59	0	1	1	0.471790586823196
GO:0090100	99	43	4.23074318772988e-17	1.78360134113903e-16	0.0290077785213016
GO:0090101	102	32	8.21004868416711e-09	2.54130437211499e-08	0.209321888582662
GO:0016197	235	42	0.000369255412071521	0.000665820739776081	0.498989892092093
GO:0090175	111	21	0.00574052255081417	0.0110265049237401	0.732510446227943
GO:0090174	94	35	7.62690259730041e-12	2.79369635496704e-11	0.289708838111399
GO:0090183	55	28	1.08847325276016e-13	5.40721326072367e-13	0.123840341132261
GO:0090150	268	37	0.0492403062038806	0.0698241123205002	0.680213138441173
GO:0006805	95	18	0.0102299814174489	0.0197091218961812	0.575062219909008
GO:0043901	123	110	1.21410570146155e-92	1.02593483458945e-91	4.57507416042689e-08
GO:0043900	261	148	1.03302962042294e-76	5.72207731544297e-76	3.45836580667447e-06
GO:0043903	203	110	3.15031420623184e-54	1.65533476675488e-53	9.56328608657234e-06
GO:0043902	129	44	4.99154710550376e-13	1.67448846638258e-12	0.00593978683236771
GO:0006956	111	14	0.30178568335105	0.414041552463557	0.511929724639776
GO:0006954	433	139	1.13181432968612e-35	3.57100921220999e-35	0.0135689245471845
GO:0006958	96	9	0.756849658842939	0.881288881721631	0.607169926230355
GO:0006959	204	45	9.61827456370283e-07	2.10540439256781e-06	0.616314853479406
GO:0006970	64	25	2.55071214354303e-09	9.79254143549044e-09	0.393909124174255
GO:0006968	59	18	2.50025802097849e-05	7.51187759686344e-05	0.621453899194411
GO:0006941	72	12	0.0797064533717336	0.138654635249512	0.44213727185735
GO:0006942	81	33	1.71749335035384e-12	6.86927479987802e-12	0.130043018864059
GO:0006940	56	20	5.65672884402772e-07	1.98900215545048e-06	0.44396262381416
GO:0006935	298	105	7.15877781185207e-31	2.46823904300381e-30	0.0353705780071776
GO:0006936	203	47	1.22042195983688e-07	2.79960192232352e-07	0.362693374706058
GO:0006937	145	53	7.03661258494855e-17	2.53140620497153e-16	0.0788270158387053
GO:0006998	75	12	0.101442842110346	0.170925009986329	0.52316840978936
GO:0006979	322	131	2.50018121615047e-46	9.94387515387782e-46	0.021648268450585
GO:0006977	60	11	0.0521131887541083	0.0990118048805778	0.812734905780297
GO:0016311	286	39	0.0516673871580316	0.0724961104158607	0.798236093905256
GO:0018958	77	30	6.72833285950867e-11	2.54971629625062e-10	0.255773335390218
GO:0006997	69	11	0.117382129385618	0.197376757218629	0.098467622111298
GO:0016337	422	127	1.42528841557897e-29	4.21350921913031e-29	0.00187659288286367
GO:0031960	154	57	2.36614045459304e-18	8.61900531212384e-18	0.0287874713268095
GO:0043967	52	9	0.102987727558501	0.187742077015169	0.813582193894323
GO:0090279	98	78	1.26928996521791e-57	9.8662735497082e-57	2.54861457494159e-05
GO:0090276	196	98	2.94108630532154e-44	1.44709779551978e-43	0.000245611053326502
GO:0090277	87	37	1.49743296776464e-14	6.23571851697226e-14	0.0132980433230931
GO:0090287	230	78	5.51032729234866e-22	1.82611027122597e-21	0.327733527348083
GO:0090288	125	43	6.62607095316882e-13	2.24839994212463e-12	0.335497538523248
GO:0090280	51	38	1.26960996103585e-26	9.07072255680642e-26	0.00568899599170779
GO:0090257	189	73	1.67622671912259e-24	6.40796236729655e-24	0.100122106891587
GO:0006913	255	30	0.292732546146716	0.366350265794546	0.433774669468229
GO:0006914	216	32	0.0283888091410325	0.0431809300489221	0.256071050642715
GO:0006919	82	25	6.6282545834001e-07	1.9916081025359e-06	0.253381053575441
GO:0090263	118	30	3.43382042300363e-06	8.67492112032561e-06	0.411227841924469
GO:0006901	63	2	1	1	0.489798494445165
GO:0006906	92	35	3.7380915522351e-12	1.38889859526582e-11	0.311144096200745
GO:0006909	57	27	2.71050873508153e-12	1.25081495705708e-11	0.0112556233190307
GO:0002244	83	20	0.000326235922783919	0.000784989402242864	0.632810543635391
GO:0002237	285	132	1.37735255925408e-54	6.18846116020464e-54	9.69511604910878e-06
GO:0002250	207	65	1.30870378942329e-16	4.06098224827586e-16	0.105181435084476
GO:0002253	470	106	6.92045188967042e-15	1.55768498574444e-14	0.0383142066034867
GO:0002220	105	22	0.00125264222457347	0.00263492189864225	0.560722036709225
GO:0002221	108	33	9.85490475499647e-09	2.98518284383743e-08	0.329476204414691
GO:0002223	103	21	0.00230181385778257	0.00472407475758128	0.76065153289744
GO:0002218	201	56	4.0351083109184e-12	1.11762442886431e-11	0.285551760355958
GO:0002224	84	23	1.34601871686647e-05	3.64071111675792e-05	0.52167248430027
GO:0002285	92	35	3.7380915522351e-12	1.38889859526582e-11	0.103127479578799
GO:0002286	54	20	2.87426002864048e-07	1.04292943114578e-06	0.276415311687289
GO:0002263	129	52	1.02067407763502e-18	4.03136030017332e-18	0.0285897258846213
GO:0002274	96	44	1.46283633685025e-18	6.55366777586808e-18	0.0126048478335271
GO:0051250	119	108	1.318490679759e-92	1.13181532749418e-91	4.77249705171934e-08
GO:1903008	66	5	0.914378813184431	1	0.814214112045572
GO:0051249	405	201	1.20336154851411e-90	5.83380075601744e-90	3.6230818813567e-07
GO:0051260	248	44	0.000317085436208965	0.00056585568880773	0.898628052753775
GO:0051258	59	14	0.0030630074399414	0.0072960721851508	0.410973743640938
GO:0051251	280	113	1.30998017478459e-39	5.19844493182436e-39	0.00116065257388414
GO:0051259	407	87	4.12125669088724e-11	8.80495038122039e-11	0.602371201193765
GO:0051271	252	222	4.48119448818901e-186	3.85424186475578e-185	2.25355205329958e-09
GO:0051272	416	163	4.48124997338806e-55	1.71621969647054e-54	7.62008520437825e-05
GO:0051262	112	22	0.00295829435894488	0.00585520477920941	0.887929408028632
GO:1903036	52	28	1.73158238382079e-14	9.03404550819116e-14	0.156524991938314
GO:1903037	314	160	7.12580487740287e-74	3.54724679232074e-73	1.15257107774662e-05
GO:1903034	144	79	1.31825728664619e-39	7.06909438634927e-39	0.0139173988004223
GO:1903035	67	49	1.97116166211078e-33	1.39696964038698e-32	0.0468235910933356
GO:0051282	105	91	8.12686388495626e-74	6.87734699576558e-73	1.43337020050104e-06
GO:1903038	93	84	1.5295932411485e-71	1.34895807938657e-70	7.46224373312029e-06
GO:1903039	216	93	2.18704551931613e-35	9.1364424701824e-35	0.00220703840286158
GO:0051279	69	60	5.93664795308853e-49	4.99841865112615e-48	0.000111971065024371
GO:0051276	393	107	2.71166291884011e-21	7.25156912728567e-21	0.0692683950093514
GO:0051216	68	22	1.0485765466983e-06	3.3506303866833e-06	0.358823842690395
GO:0051224	187	184	2.12284174381236e-178	2.03921911649907e-177	2.85838019919993e-13
GO:0051225	61	9	0.210717195162653	0.335600873049085	0.0821244274674418
GO:0051222	444	161	4.40475119853423e-49	1.56147944975249e-48	3.86174901470577e-06
GO:0051235	148	44	8.67003478180526e-11	2.54971629625062e-10	0.0842967576348994
GO:0051236	171	14	0.941006350521958	1	0.743945166318648
GO:0051170	117	17	0.113276555106353	0.173035032908715	0.588001876801923
GO:0099111	103	23	0.000381640203489672	0.000852792960368347	0.640166507067737
GO:0051169	263	30	0.358409366553135	0.439572882947862	0.502060029761302
GO:0051168	152	13	0.88827653314115	0.964810874324036	0.433401830725813
GO:0051193	53	15	0.000303483074359492	0.00085189159058324	0.560405083381453
GO:0051188	170	6	1	1	0.729447960873005
GO:0051186	331	15	1	1	0.4693889857852
GO:0051196	53	15	0.000303483074359492	0.00085189159058324	0.560405083381453
GO:0002366	127	52	4.49162128014627e-19	1.80557948701471e-18	0.0242027594006127
GO:0051301	377	52	0.0220913026749521	0.0310667207432964	0.249529185152307
GO:0051302	129	35	9.49460027414089e-08	2.54087905253537e-07	0.256837610072025
GO:0051303	59	13	0.0082830168571713	0.0184915027745155	0.100410036503469
GO:0051384	138	49	3.88679473443356e-15	1.35855542514482e-14	0.0570547889454225
GO:0051339	85	28	2.21028830622403e-08	7.16192172423181e-08	0.42180830667987
GO:0051346	396	117	1.65270734142916e-26	4.88858244025192e-26	0.0550676923958869
GO:0051341	83	44	1.01212312672785e-21	5.21337355711205e-21	0.0282751818489086
GO:0051349	59	20	1.45099971405614e-06	4.84853565088191e-06	0.413923810853298
GO:0051348	345	121	2.8367282470391e-35	9.73257296810388e-35	0.0334264062539818
GO:0051291	91	26	1.54656032268452e-06	4.37721545823655e-06	0.564208901410865
GO:0051289	60	13	0.00957643748153649	0.0209997990265857	0.480751566672822
GO:1905475	136	61	1.0967273003613e-24	4.84101267747535e-24	0.0566343233942074
GO:1905477	97	34	1.0087196874331e-10	3.48128908806684e-10	0.280106048956513
GO:0051297	78	10	0.337675320902049	0.47691044797627	0.95785580598118
GO:0016925	115	20	0.0173293667893391	0.0308414922095971	0.476527517433714
GO:0002009	280	99	2.81928764527395e-29	9.7554733321009e-29	0.0271753179527642
GO:0014013	93	32	6.1825678006675e-10	2.09727984053537e-09	0.179771576224999
GO:0002027	90	32	2.40135147676812e-10	8.37689426384902e-10	0.034564180391894
GO:0002028	82	32	1.46906275462143e-11	5.624217089128e-11	0.0899251447875624
GO:0014068	64	28	1.14285704416335e-11	4.88213892841151e-11	0.0684363660292078
GO:0014066	141	56	1.04616210758642e-19	4.07052069174554e-19	0.00740198025863783
GO:0014074	142	57	2.64881498492064e-20	1.05093355034588e-19	0.0594001144218095
GO:0002064	113	28	1.21982742206027e-05	2.99993748869472e-05	0.466204886854166
GO:0051028	142	11	0.960603046967795	1	0.278569697780189
GO:0038061	66	9	0.286298886736046	0.427815811804709	0.566086973604962
GO:0090559	69	26	2.97219259237067e-09	1.10100638439361e-08	0.499152869196023
GO:0051147	159	65	1.60886140211826e-23	6.43922608076633e-23	0.00440341635665383
GO:0051148	57	25	1.37943957112548e-10	5.91367427053034e-10	0.045068154660593
GO:0051149	87	40	4.86482350622823e-17	2.17068230905315e-16	0.0224670390145234
GO:0038127	79	24	1.19537823729233e-06	3.59557846389559e-06	0.17436286189117
GO:1905330	177	50	3.42982632953574e-11	9.6064791934391e-11	0.1372747115027
GO:0051155	54	28	6.0389559500269e-14	3.03591055915783e-13	0.175543238148677
GO:0051153	88	41	1.08200085498208e-17	4.90916798862912e-17	0.0885049573939049
GO:0051101	98	48	1.11195491508363e-21	5.3184560298997e-21	0.0445849763147901
GO:0051100	135	60	4.80176457229649e-24	2.08331563044695e-23	0.15207758104942
GO:1905269	86	27	1.20168845600705e-07	3.71621289169553e-07	0.31781960725609
GO:0051091	230	92	5.19064547699458e-32	2.02328671213624e-31	0.00740198025863783
GO:0051092	132	54	9.81739829176785e-20	3.93427445781508e-19	0.00280675162883777
GO:0051090	364	198	1.09585398271896e-98	5.82219414148079e-98	1.2320119863006e-07
GO:0051099	141	56	1.04616210758642e-19	4.07052069174554e-19	0.0719003488322243
GO:0051098	303	123	2.04690785105179e-43	8.22756960956343e-43	0.0148182810818537
GO:0038095	177	27	0.0307772531766427	0.0484820252968956	0.85123657752922
GO:0038094	132	15	0.450494687409993	0.570873960056454	0.703460270590294
GO:0038096	128	14	0.521753270652417	0.645687843984232	0.778952677610597
GO:0038093	241	36	0.018389471685585	0.0280791577272568	0.780374474182461
GO:0099003	86	58	2.84586081441162e-36	1.87551752113161e-35	0.00276530588488244
GO:0051051	430	400	0	0	0
GO:0051052	365	117	5.0887934300464e-30	1.60227428086539e-29	0.00604224028336549
GO:0051048	189	180	7.3079481203436e-166	6.79492452996301e-165	0
GO:0051047	349	170	1.10362147369777e-74	5.25196043538436e-74	1.68372205067158e-09
GO:0051057	53	22	6.36447549079852e-09	2.57863566994469e-08	0.402420497069724
GO:0051056	299	58	2.28416957378892e-06	4.41543173369215e-06	0.19171165812533
GO:0051053	116	60	1.95079638157802e-28	9.86919178582668e-28	0.00575370453055938
GO:0051054	199	60	1.50278977087743e-14	4.49859725939413e-14	0.0940846102169541
GO:0090630	77	17	0.00253915316720039	0.00563036599058493	0.565921988304324
GO:0051640	333	118	6.81482827670234e-35	2.36233845365865e-34	0.00358518411760878
GO:0048002	173	19	0.488843460488595	0.596785385968065	0.809716687951698
GO:0051648	132	79	2.01471758225673e-43	1.17090113398737e-42	0.00194419956612128
GO:0000077	81	14	0.0461850948956917	0.0823793600024094	0.859571277351717
GO:0048010	72	18	0.000404526169041418	0.00100875665449905	0.887929408028632
GO:0051651	105	32	1.76981195300498e-08	5.31236612880368e-08	0.61163366454059
GO:0000075	140	31	4.44609120642836e-05	9.81808944163766e-05	0.381696658282303
GO:0048015	122	44	5.40048406849628e-14	1.91166162764719e-13	0.0445849763147901
GO:0051650	122	76	1.41157447273772e-43	8.53815196510741e-43	0.00161136822725861
GO:0048013	87	14	0.0766477038108399	0.128172658229369	0.413464065472223
GO:0051656	266	106	1.3348864346484e-36	5.2025950339362e-36	0.000339019144416917
GO:1903426	66	35	1.62535567329677e-17	8.39057449360443e-17	0.0121734397636851
GO:0048017	125	44	1.43418159175387e-13	4.95612450025877e-13	0.0455538591103893
GO:0002697	310	176	1.14921315733709e-91	6.37275074116029e-91	2.69355511184997e-06
GO:0002698	96	90	2.29105910047173e-80	2.09704776298122e-79	5.93463420189844e-07
GO:0002699	155	86	1.39765985100381e-43	7.57895487991773e-43	2.06815757771288e-05
GO:0000041	108	12	0.510028047402787	0.644228548227131	0.669058242402407
GO:0048024	69	6	0.822084396839842	0.947326771636534	0.261259384615639
GO:0051668	69	15	0.00526948781428321	0.0115661701665541	0.695249885346167
GO:0051607	163	66	1.37365968172916e-23	5.43140638687136e-23	0.0224670390145234
GO:0051604	182	39	1.04884263354156e-05	2.25293632937433e-05	0.488079288587047
GO:0051603	478	70	0.00199195070054003	0.00293403580933367	0.383949254981996
GO:0000079	83	28	1.23219755470836e-08	4.08697499863832e-08	0.0690053274115202
GO:0000086	132	15	0.450494687409993	0.570873960056454	0.751467809243385
GO:0000082	100	19	0.0081285748874945	0.0156981823057822	0.658999144616337
GO:0061061	104	21	0.00260328691779567	0.00529021122523632	0.175543238148677
GO:0061045	58	46	3.57555348824276e-34	2.77021418102008e-33	0.021131032091154
GO:0061041	123	69	1.58868604761397e-35	8.63226549412488e-35	0.00377498154647905
GO:0061077	66	8	0.437388406159755	0.602234608803637	0.139957085699748
GO:0099643	89	70	4.11724370490067e-51	3.16276943846371e-50	0.000148007929101841
GO:0061035	63	24	9.56117354896982e-09	3.56366828914908e-08	0.0473390929133813
GO:0061025	162	48	1.37495132521916e-11	4.02212240106075e-11	0.0706973390941037
GO:0000018	66	24	2.72134891508063e-08	9.6557238220635e-08	0.0389965839184012
GO:0002683	353	323	1.38183248642907e-287	1.2344146165723e-286	0
GO:0002685	151	81	1.28029505744276e-39	6.67615465012348e-39	0.000289933728045689
GO:0002690	79	37	3.46661948667645e-16	1.582560766305e-15	0.0368162823910524
GO:0002694	461	237	8.82050561044704e-112	4.42891291023949e-111	2.6599389553706e-09
GO:0002695	140	129	6.16003075919789e-113	5.54167490564942e-112	2.42591098724306e-11
GO:0002696	304	126	1.29077975385382e-45	5.26785053487412e-45	9.69511604910878e-06
GO:0002687	108	49	2.62211558652438e-20	1.16496294612556e-19	0.0529777159065421
GO:0002688	96	51	4.70623036381197e-25	2.43902555967777e-24	0.0150655624925569
GO:0002673	70	38	2.21910118620775e-19	1.15776904940553e-18	0.118953596034531
GO:0000187	143	43	9.54202844859627e-11	2.83367138267054e-10	0.23240036944287
GO:0000186	52	12	0.00765023653043996	0.0178346766542527	0.6647272525463
GO:0075733	64	4	0.988029057464097	1	0.121917622421032
GO:0000184	119	4	1	1	0.888677607156896
GO:1903305	102	75	5.29313118537514e-51	3.80165769683938e-50	0.000331941646919458
GO:0051785	53	24	1.4529482460244e-10	6.44622338529958e-10	0.0481280591120011
GO:0000165	328	86	3.07923355301253e-16	8.06597435561775e-16	0.0690970776493608
GO:0051783	165	51	5.17900867444303e-13	1.58411535706625e-12	0.0392192954057641
GO:0051781	81	23	7.05060492603624e-06	1.98288937553382e-05	0.320525588828111
GO:0048146	53	21	3.68390793265153e-08	1.42705429064593e-07	0.284727763967767
GO:0048145	84	40	1.05388844961112e-17	4.87691541511265e-17	0.0242748748833771
GO:1903311	131	22	0.0187660204117742	0.0322199395671633	0.852440342674536
GO:1903313	50	12	0.0054958543784451	0.0133109201045801	0.60741898689971
GO:1903317	81	28	6.74638807524616e-09	2.29448500935707e-08	0.476590826661832
GO:1903362	248	59	9.7919107693079e-10	2.31116804986974e-09	0.328687150932227
GO:0061178	50	23	2.42202887638757e-10	1.08624734771332e-09	0.0595333668206863
GO:1903364	183	41	1.94247910654835e-06	4.34316180022952e-06	0.395357247538627
GO:1903391	51	29	8.52106464672077e-16	4.68756113452065e-15	0.0271280192744857
GO:0061136	143	40	4.47788251987209e-09	1.23586552500713e-08	0.215247744351385
GO:1903322	189	46	3.42785728202138e-08	8.33286920039093e-08	0.899037312420284
GO:1903320	268	78	1.44077193223194e-17	4.14515790637078e-17	0.226421777464955
GO:1903321	137	37	4.5935138683647e-08	1.22966378323121e-07	0.747858230574759
GO:0061138	141	55	5.84501692358379e-19	2.23872265206399e-18	0.010058106533141
GO:0048167	141	58	2.91428135094625e-21	1.17400954103691e-20	0.092510377298871
GO:0048193	304	33	0.464925981027192	0.547681684869395	0.649488285989849
GO:0061097	64	24	1.36394021321561e-08	4.99826331664474e-08	0.612243208152019
GO:0002718	58	39	1.17222303821235e-24	7.58140914211781e-24	0.0128960310640151
GO:0014706	79	23	4.46105404466095e-06	1.28424355690335e-05	0.905993846960612
GO:0097031	62	3	1	1	0.993593399345419
GO:0002700	102	58	1.91196174806892e-30	1.06301864291788e-29	0.000813832044496011
GO:0002702	66	28	2.77005516096464e-11	1.14499585929337e-10	0.0054369756732769
GO:0002703	149	98	2.91862206210689e-59	1.85231640554537e-58	7.70807099583895e-06
GO:0002705	86	45	6.97674509411967e-22	3.56395261922484e-21	2.36724191488632e-05
GO:0002706	112	74	4.30195745876713e-45	2.77708394524831e-44	5.92368583236423e-05
GO:0002708	71	39	4.19009985903344e-20	2.24754351254501e-19	0.000217429358229985
GO:0002709	50	34	7.13971265634013e-22	4.67938504963999e-21	0.0550676923958869
GO:0002761	107	65	2.0313273856088e-36	1.20028101342494e-35	0.00158211944743406
GO:0002757	420	90	1.63280047607452e-11	3.48310681200633e-11	0.0904393951181935
GO:0002758	193	52	9.09156678971089e-11	2.43837803238778e-10	0.35505956026603
GO:0002764	451	104	2.69903320806422e-15	6.24494903070341e-15	0.0251403195275661
GO:0002768	366	74	1.51025120838908e-08	3.0657692491667e-08	0.0602263535805567
GO:0051705	62	22	1.71586646376459e-07	5.99507916307588e-07	0.24533141143938
GO:0051701	132	47	1.26908437859824e-14	4.46302002306832e-14	0.0220269800578076
GO:0051702	55	30	1.23275668249804e-15	6.54094543220743e-15	0.220711957411245
GO:0002790	56	23	3.62940761581879e-09	1.45969419168794e-08	0.138872147679964
GO:0002791	201	101	7.60204363397249e-46	3.84506271827303e-45	0.000135917370041045
GO:0002793	91	39	2.10710397126049e-15	8.83894770492805e-15	0.00755727383184994
GO:0002478	163	19	0.376955956515369	0.480598297456753	0.846494181999213
GO:0002479	63	9	0.239853730269767	0.371902237360077	0.695249885346167
GO:0051403	66	20	9.88170524020168e-06	2.94416890036134e-05	0.466362478604166
GO:0002495	93	9	0.716816283118048	0.850720201968037	0.934690486839874
GO:0002460	57	33	4.01774943964349e-18	2.27206059958314e-17	0.0685867283509255
GO:0002474	90	11	0.38135345267256	0.519533556930825	0.749606964631689
GO:0051439	72	7	0.710480823717406	0.859588535127794	0.721490190559274
GO:0051437	76	7	0.769251786724565	0.905104727224239	0.929779827249775
GO:0051438	116	16	0.170120143959573	0.24898742785796	0.74190851966198
GO:0051436	71	6	0.845175192751972	0.9627085650781	0.804495926521005
GO:0051492	67	33	2.24911736581931e-15	1.08372897242943e-14	0.0320705320266625
GO:0051495	175	59	9.13160465622549e-17	3.03635971628662e-16	0.0526004165512442
GO:0051493	421	117	5.0190951253765e-24	1.37351364969524e-23	0.0154392123331783
GO:0051494	115	24	0.00080122408207809	0.00167703147910939	0.0801742776479486
GO:1903201	58	27	4.50214553764296e-12	2.0509215637699e-11	0.54355121332048
GO:0051444	79	10	0.352753743746497	0.494076459506742	0.887929408028632
GO:0051443	101	11	0.546238022588847	0.684298118796945	0.702259516383115
GO:1903214	96	13	0.226548840521751	0.330294111881165	0.980036100494017
GO:0051453	87	8	0.775640765746902	0.902531526102823	0.915203812897185
GO:0051480	232	96	8.5901823380306e-35	3.4675022285404e-34	0.0492436194727786
GO:1903169	115	77	1.59096872870576e-47	1.03253144697496e-46	0.000191523084098384
GO:0002443	77	47	1.01248630606596e-26	5.97340920755185e-26	0.00446425241236722
GO:0002433	128	14	0.521753270652417	0.645687843984232	0.778952677610597
GO:0002449	58	38	1.92749397125577e-23	1.22536693409112e-22	0.0223255685347737
GO:0002431	130	15	0.425802036432823	0.544439356410418	0.629178435189559
GO:0002429	336	62	5.5336492903459e-06	1.020978265289e-05	0.17657155800367
GO:0002576	101	35	7.68256611312601e-11	2.60437135934319e-10	0.0220269800578076
GO:0099531	109	86	6.67411885710179e-63	5.21604304177369e-62	2.94424216901703e-06
GO:0099536	323	81	3.26158373642229e-14	8.09728731461396e-14	0.100311897553782
GO:0099537	323	81	3.26158373642229e-14	8.09728731461396e-14	0.100311897553782
GO:0051591	96	36	2.98554451468401e-12	1.10586096334067e-11	0.0676713172222673
GO:0051588	62	57	1.06922256115947e-49	9.51474942419404e-49	8.4451774208543e-05
GO:0051592	110	36	2.51965691413733e-10	8.14382401392916e-10	0.209321888582662
GO:1903046	170	92	2.4316446632213e-45	1.28610292492541e-44	0.000236349690459126
GO:1903052	168	36	2.29223596687346e-05	4.90591762720364e-05	0.554148048906096
GO:1903050	224	53	8.74933250237204e-09	2.05772128111106e-08	0.466512741730759
GO:1903076	68	34	4.72062229628388e-16	2.30838399460639e-15	0.0500163310722959
GO:0002521	261	97	1.10715446593237e-30	4.02618470589978e-30	0.00132256887691006
GO:0002526	63	25	1.73521558943152e-09	6.78199850525779e-09	0.138471281471142
GO:0002504	94	9	0.730412522189998	0.860069625817454	0.976908318029564
GO:0002573	83	30	5.60151231850804e-10	1.99671361112267e-09	0.114386894565523
GO:0050795	61	41	7.65725557236339e-26	4.92804139752199e-25	0.000930899669847862
GO:0050796	169	85	1.02626082624112e-38	5.04616664848817e-38	0.00248306881857364
GO:0050792	180	92	1.30048450997062e-42	6.45731495928783e-42	0.000213111416178733
GO:0098732	66	16	0.00121700618507941	0.00294082809556813	0.660240966540439
GO:2000117	97	29	1.31384365884494e-07	3.88651340609709e-07	0.285551760355958
GO:2000116	220	69	1.58920566801916e-17	4.90707488586769e-17	0.00740198025863783
GO:0035150	131	61	9.47411181028841e-26	4.31686340747537e-25	0.0358136864865001
GO:0098742	210	20	0.765333405986858	0.855060697360505	0.704771319622308
GO:0035148	113	39	7.21444195860484e-12	2.44675332446431e-11	0.0870613858685278
GO:2000134	92	24	2.09068788155514e-05	5.42215279246134e-05	0.204728714113482
