	size	noverlap	hg_fdr	fej_fdr	ks_fdr
GO:0006334	117	8	1	1	0.714867042953269
GO:0045931	121	41	4.03722301091495e-12	1.34791387406048e-11	0.104490300581356
GO:0006304	82	11	0.267393235695537	0.389941130529135	0.931344643391742
GO:0006301	54	5	0.756849658842939	0.916184266822345	0.239027323885508
GO:0006302	155	36	3.49693837995245e-06	8.0866293000688e-06	0.295366567826462
GO:0006310	209	47	3.02939249205632e-07	6.80320761544716e-07	0.696503346887598
GO:0006364	258	8	1	1	0.679872408455218
GO:0006369	63	2	1	1	0.720015914555615
GO:0006367	152	28	0.00224359998527223	0.00416134650254293	0.809716687951698
GO:0006368	83	6	0.955516947232205	1	0.604634615829467
GO:0021987	56	15	0.000574120940734594	0.00153025455371377	0.846494181999213
GO:0006342	64	7	0.573783309866615	0.744033073646855	0.342917301362536
GO:0006338	146	29	0.000546820152750351	0.00109017860122067	0.809716687951698
GO:0045913	66	28	2.77005516096464e-11	1.14499585929337e-10	0.0998801162487979
GO:0006354	98	7	0.974102516078806	1	0.665032201780189
GO:0006352	189	30	0.0140932968941198	0.0227186741215581	0.904519294199161
GO:0006353	101	3	1	1	0.24385195343168
GO:0006281	458	68	0.00162221555476615	0.00243226781580476	0.899037312420284
GO:0070848	260	97	7.73292239466824e-31	2.82285726253049e-30	0.0682257863962773
GO:0006282	83	21	0.000111324404863835	0.00027995678373072	0.658999144616337
GO:0006283	73	6	0.868146352490983	0.978234088654902	0.905962116770732
GO:0006289	107	12	0.494936457746079	0.62916784377125	0.87279066255085
GO:0070838	274	72	7.76981782237825e-14	2.01457741924035e-13	0.300340495991979
GO:0043242	56	9	0.146111712918685	0.249317251817191	0.384126534369279
GO:0043241	155	10	1	1	0.317923217727851
GO:0006260	165	15	0.823219162778003	0.911903211997455	0.20616569869747
GO:0043244	83	13	0.102113609005598	0.16859198926661	0.233457109649371
GO:0031214	75	23	1.6737303117817e-06	5.06334062118859e-06	0.0596259371230675
GO:0043255	83	38	3.47099133257117e-16	1.55736717194351e-15	0.00740722561734008
GO:0043254	373	95	6.27231284080386e-17	1.57610773135027e-16	0.181545965924109
GO:0006275	114	33	4.16942870527286e-08	1.19217344484824e-07	0.28623613740236
GO:0031281	59	19	6.28327947871269e-06	1.99481940331343e-05	0.341585518437581
GO:0045844	63	32	1.9900626735673e-15	9.77046918519856e-15	0.503068248482397
GO:0031279	84	27	6.97631425266274e-08	2.2006446223788e-07	0.344188596691761
GO:0045860	461	162	2.5075238902693e-47	8.75194030613491e-47	0.000976823508026251
GO:0043200	104	32	1.37212807112226e-08	4.1528245341265e-08	0.271742236371036
GO:0045861	308	84	5.760596519099e-17	1.54998926447448e-16	0.137164131120412
GO:0045862	353	104	1.46538389610191e-23	4.27303344516562e-23	0.0244322746398862
GO:0031295	81	22	2.37373505784897e-05	6.39843985050851e-05	0.0642507893927969
GO:0031294	83	24	3.13553472594979e-06	8.97020962706607e-06	0.0339903458482097
GO:0043266	76	37	7.23838421990375e-17	3.43924066208956e-16	0.0156707877277703
GO:0043271	112	97	1.2230194445149e-78	1.03425632413778e-77	8.33478071917058e-08
GO:0043270	225	106	1.01225503533711e-44	4.66160381524522e-44	3.47751374581762e-05
GO:0043279	118	58	4.8170852926112e-26	2.3023561028837e-25	0.037044721550146
GO:0043280	117	42	2.4234052413954e-13	8.56644815773302e-13	0.026599860960883
GO:0043281	196	67	3.03682519048357e-19	1.02176333207032e-18	0.0132845113942729
GO:0008630	69	26	2.97219259237067e-09	1.10100638439361e-08	0.313667377024084
GO:0006006	118	25	0.000493640214060107	0.00104809977954629	0.798024442077344
GO:0008643	96	13	0.226548840521751	0.330294111881165	0.34286282384354
GO:0008645	53	10	0.0535635204757614	0.104559560404778	0.85517346972287
GO:0008637	55	16	0.000133491437331821	0.000384907195762557	0.759374473991628
GO:0008654	229	26	0.385839713195835	0.47669997893599	0.843275693102264
GO:0008652	81	5	1	1	0.30894841334629
GO:0008584	92	34	1.95430539071463e-11	7.07806376551344e-11	0.0587585519898247
GO:0008589	63	14	0.00570335125982687	0.0128244234937254	0.412817589754817
GO:0008593	68	19	5.68693473544302e-05	0.000157094601002763	0.308939236360158
GO:0070509	75	45	3.27492045842793e-25	1.90537733834016e-24	0.0287514028309932
GO:0070507	120	30	4.95137521011942e-06	1.22820249296317e-05	0.330448910594626
GO:0033500	156	61	5.75697614115478e-21	2.20496049773539e-20	0.013876452027256
GO:0033555	53	20	2.02242752478532e-07	7.48906957890033e-07	0.0369851085299013
GO:0033559	111	17	0.0776633872255203	0.124150933433559	0.929907936783813
GO:0070555	100	43	6.5819891470306e-17	2.7685328724315e-16	0.0754510593076042
GO:0070585	56	6	0.606651194520886	0.786508036163962	0.568404058018715
GO:0070588	170	54	3.04448689694318e-14	9.47873706448804e-14	0.286014766558566
GO:0045580	113	64	2.33079971259387e-33	1.30132961265512e-32	0.000115363818716642
GO:0045582	69	40	9.2287846835602e-22	5.17193951653439e-21	0.0383142066034867
GO:0070542	80	33	1.13747721301168e-12	4.5990546610564e-12	0.527301279012511
GO:0045598	110	46	1.98224223327924e-17	8.12364228451891e-17	0.0932968840530362
GO:0055092	61	12	0.0263214280989307	0.0530510144655162	0.85517346972287
GO:0021700	159	52	2.49762563167187e-14	8.04661764786757e-14	0.31781960725609
GO:0018108	184	54	1.05717132697488e-12	3.05292975320853e-12	0.248476132520433
GO:0018105	165	46	3.38706202535287e-10	9.34181194785355e-10	0.0358178580093103
GO:0018107	69	27	5.47007803714872e-10	2.09727984053537e-09	0.0419998447886168
GO:0006112	67	15	0.0039570159116613	0.00890003375836048	0.845521914185319
GO:0006109	147	60	9.46442486175433e-22	3.81033059969783e-21	0.0160840516407275
GO:0018022	75	9	0.434428483767089	0.589953079508091	0.52316840978936
GO:0043009	181	42	5.46410850946318e-07	1.25510299416762e-06	0.375105471303551
GO:0006024	106	8	0.95334050634461	1	0.828544363687249
GO:0045665	189	76	9.56514642523136e-27	3.75218644326984e-26	0.0711520553377388
GO:0045666	306	90	1.89917379614297e-20	5.51182281071942e-20	0.10634736489135
GO:0006022	164	20	0.292749821716297	0.383835798910826	0.828244178343132
GO:0006023	107	8	0.958406220257138	1	0.847985730981016
GO:0045669	58	22	4.34969726120378e-08	1.61196203453034e-07	0.0998801162487979
GO:0006029	50	7	0.306045961143189	0.474040495821486	0.15088336817854
GO:0006026	66	13	0.0208506841801281	0.0419439106916983	0.179771576224999
GO:0045667	108	46	8.38814184727704e-18	3.5008087516638e-17	0.0363896927206332
GO:0006027	61	12	0.0263214280989307	0.0530510144655162	0.244093627684824
GO:0045670	59	37	7.13971265634013e-22	4.34816395310345e-21	0.0384256897816142
GO:0043010	55	9	0.134605407210851	0.233374282948624	0.869735820820698
GO:0055001	78	19	0.000397630210698345	0.000965358783246594	0.20868817209689
GO:0045682	66	20	9.88170524020168e-06	2.94416890036134e-05	0.462729158943566
GO:0070613	80	28	4.91680887210506e-09	1.69277887804414e-08	0.463012204325429
GO:0006081	84	7	0.867048358774248	0.970899569923116	0.658999144616337
GO:0045600	53	22	6.36447549079852e-09	2.57863566994469e-08	0.0870613858685278
GO:0045619	138	82	1.0704420237426e-44	6.17331247898428e-44	1.54174201406991e-06
GO:0006091	288	34	0.265282032103582	0.331133768286875	0.590177434480127
GO:0031032	82	14	0.0504622328559433	0.0892226192828364	0.47840254762791
GO:0031023	87	12	0.221361026115276	0.329379718801016	0.993593399345419
GO:0006090	71	2	1	1	0.539902288383227
GO:0045621	80	46	1.17604168144528e-24	6.61416928055794e-24	0.0105959744794182
GO:0006066	257	37	0.0284389661510605	0.0420519970022786	0.629792958451146
GO:0033674	493	172	8.9289991757329e-50	3.04549585786824e-49	0.000289933728045689
GO:0033673	250	102	2.73223028419793e-36	1.09551034461886e-35	0.0147275771400269
GO:0045638	71	65	2.46396262225744e-56	2.17910193234385e-55	0.000196118771059642
GO:0045639	80	35	2.81583903280003e-14	1.20246171989823e-13	0.0302281890782356
GO:0006073	53	7	0.363093195485394	0.536073821815038	0.969477270470349
GO:0045637	170	101	6.02840441966118e-55	3.49927699641526e-54	0.000298603968205637
GO:0055065	490	148	1.26792403261723e-34	3.78003083154807e-34	0.00798872347991623
GO:0055067	129	15	0.412512950969672	0.531449790262314	0.383949254981996
GO:0031060	57	11	0.0375631128795915	0.0744536620975201	0.366590339746233
GO:0055072	69	15	0.00526948781428321	0.0115661701665541	0.751314452080557
GO:0055074	349	121	1.02963429667825e-34	3.49225826175662e-34	0.0529777159065421
GO:0055076	103	24	0.000144060289262008	0.000335322335927186	0.507362518459416
GO:0031058	79	25	3.01792330438168e-07	9.41383741269349e-07	0.362693374706058
GO:0031056	125	36	1.17288275622992e-08	3.3342611276964e-08	0.281626854397629
GO:0055086	460	46	0.686945764853849	0.753710567156964	0.442144030371617
GO:0055088	118	24	0.00117090206830563	0.00239747992175853	0.773062343386161
GO:0031047	99	8	0.903294999955389	0.98972836731213	0.389090043911668
GO:0045685	56	17	4.54271717092764e-05	0.00013572275694687	0.604590206734308
GO:0055002	65	15	0.0029113225410975	0.00674246075899755	0.228285919831108
GO:0055008	59	23	1.17871335016911e-08	4.46858042342637e-08	0.177138139548716
GO:0070646	140	12	0.880463719761857	0.96186951823183	0.989905942436472
GO:0043039	51	0	1	1	0.453203291398796
GO:0043038	52	0	1	1	0.565348693990635
GO:0043044	63	10	0.135818792411397	0.229053169697376	0.695249885346167
GO:0043043	232	10	1	1	0.70539856180109
GO:0070661	87	31	4.33535112980302e-10	1.52158215487477e-09	0.197246041779398
GO:0055024	63	37	1.77347872829375e-20	1.0144726029183e-19	0.0623179455282577
GO:0070665	133	62	3.53448013704154e-26	1.61219728658878e-25	0.00985979696747951
GO:0031099	133	40	4.34457956955478e-10	1.29095304276685e-09	0.530548326192825
GO:0070663	200	115	2.17871101072624e-60	1.23981828314118e-59	0.000101258049961101
GO:0070664	65	58	8.99641708115834e-49	7.70814809467606e-48	0.000339019144416917
GO:0031098	70	20	2.53900076832316e-05	7.18571849625412e-05	0.413923810853298
GO:0043062	291	63	1.32127076239168e-08	2.86931128757964e-08	0.100311897553782
GO:0032922	55	42	4.47776917184789e-30	3.32881941088409e-29	0.00105430549824982
GO:0019941	431	62	0.00531718242220959	0.00776939983077659	0.453842671485161
GO:0019932	161	64	2.157331702064e-22	8.39771104174985e-22	0.00791024474008128
GO:0030307	153	58	3.12140050095429e-19	1.15776904940553e-18	0.29994739097196
GO:0030308	164	143	3.02628353548203e-117	2.5764104464655e-116	1.92462472688935e-06
GO:0032963	75	11	0.178708563560291	0.280515479236836	0.752339506471693
GO:0042306	166	111	2.84006598604407e-68	1.85492438183107e-67	4.80838918402449e-06
GO:0042307	92	50	3.52654102694378e-25	1.86954007961165e-24	0.00630115134339993
GO:0042308	58	58	3.51830505913937e-57	3.39662137639203e-56	0.000191977908982185
GO:0032956	292	90	5.72593401511311e-22	1.73324219325005e-21	0.0447077588227308
GO:0032946	128	60	1.54256904635955e-25	7.05503196262409e-25	0.0089364851103901
GO:0032944	193	111	2.6259692759185e-58	1.45839269763435e-57	7.46496335082503e-05
GO:0032945	62	55	5.68345949893938e-46	4.81553231772774e-45	0.000289933728045689
GO:0032943	80	28	4.91680887210506e-09	1.69277887804414e-08	0.112852775555646
GO:0032940	456	188	6.62415713256747e-68	2.66861540912496e-67	0.000111971065024371
GO:0032941	59	16	0.000323796609073536	0.000869861846249619	0.835595663426493
GO:0042326	422	182	2.01725093255718e-69	8.50079668921159e-69	0.000274717890345916
GO:0030330	82	19	0.000768657758422668	0.00178218668131998	0.446244420533879
GO:0030336	210	187	4.13846457559378e-158	3.59796571626374e-157	1.71628197861984e-07
GO:0030335	392	157	1.5808516809026e-54	6.18846116020464e-54	3.85718111978947e-05
GO:0032990	219	50	7.63598555940893e-08	1.72676806635953e-07	0.311144096200745
GO:0030326	81	22	2.37373505784897e-05	6.39843985050851e-05	0.623575409077941
GO:0032989	363	86	1.59807555573545e-13	3.75317468976908e-13	0.0766451696211112
GO:0032981	62	3	1	1	0.993593399345419
GO:0032984	182	12	1	1	0.172005873647743
GO:0030324	77	27	8.91729173185122e-09	3.06610356628844e-08	0.0484486690998075
GO:0032970	326	98	5.91420060787919e-23	1.7459867676309e-22	0.0243752993238606
GO:0030260	82	24	2.47814758864153e-06	7.16672525021522e-06	0.106252397831682
GO:0030258	233	45	3.5086909171491e-05	6.77457562597068e-05	0.662192989396109
GO:0042278	230	18	0.993486545054987	1	0.640166507067737
GO:0030279	66	31	8.25924422343994e-14	3.78079237260991e-13	0.121692026024827
GO:0030278	179	75	9.0547050161095e-28	3.72497389503166e-27	0.00310374397941388
GO:0042440	61	14	0.00422388367700241	0.00972078690414975	0.0795499283545185
GO:0042445	161	30	0.00130109464022619	0.00244336815688286	0.0914129981599505
GO:0030433	67	12	0.050355586481687	0.0934071246112312	0.89492625666946
GO:0042391	360	119	6.26481287755037e-32	2.02552489628581e-31	0.0271753179527642
GO:0042330	299	106	1.99624035527037e-31	6.95113272803407e-31	0.0368162823910524
GO:0019722	91	38	1.32743384431303e-14	5.42790352669303e-14	0.184889511549742
GO:0032729	61	33	6.33824207954241e-17	3.32605153076281e-16	0.00111424392761785
GO:0044728	62	8	0.365119166961337	0.527418536176371	0.963084622980201
GO:0044724	108	6	1	1	0.645758505359443
GO:0044723	370	41	0.386709690791712	0.460529156886496	0.935377985656007
GO:0019751	92	15	0.0614294142400788	0.103805698602401	0.901266695764191
GO:0032768	54	30	6.30608146496799e-16	3.40708782580289e-15	0.0350754197208498
GO:0032760	54	30	6.30608146496799e-16	3.40708782580289e-15	0.137590626807799
GO:0030100	197	100	6.63285732031565e-46	3.36502906757864e-45	0.00333846536570658
GO:0017148	116	27	5.65591798717268e-05	0.000130660579416097	0.85226376458385
GO:0030104	69	13	0.0291378777987148	0.0563752764787156	0.852440342674536
GO:0032755	64	28	1.14285704416335e-11	4.88213892841151e-11	0.00798555448674921
GO:0044703	114	38	4.36201656537259e-11	1.43345776963389e-10	0.302644423218769
GO:0044706	102	34	4.64400757681407e-10	1.53083179066005e-09	0.281387597677372
GO:0044708	375	113	2.0057436529649e-26	6.03110362491203e-26	0.149654989562334
GO:0030031	276	38	0.0482444238694207	0.0682334060379077	0.95027632744291
GO:0030029	329	59	2.23144187564148e-05	4.00600261562041e-05	0.489290073966996
GO:0032680	99	64	3.04840286139401e-38	1.91581020430896e-37	0.00558458690785658
GO:0030010	63	21	1.07621227423894e-06	3.54261199337587e-06	0.640166507067737
GO:0032675	101	57	1.08060086174915e-29	5.92027281297842e-29	2.2679631797274e-05
GO:0032677	57	37	1.21674202462306e-22	7.72356612181603e-22	1.77869942171437e-06
GO:0042035	96	49	4.09286474843411e-23	2.03910962405504e-22	0.000423044136252287
GO:0030004	109	11	0.660998424195999	0.788554535231704	0.741950366786535
GO:0019693	300	27	0.886802262221616	0.946501307395741	0.846509936353537
GO:0032652	57	35	2.56594473174009e-20	1.53100293469586e-19	0.0273640723087578
GO:0017038	144	20	0.126152611199831	0.184128717033765	0.515991946575689
GO:0030072	54	22	9.56117354896982e-09	3.79934230518234e-08	0.0832120436917984
GO:0030048	69	10	0.206900932286751	0.323691107679352	0.342411542200603
GO:0030036	272	52	1.16571582335957e-05	2.24328429774011e-05	0.631988254013328
GO:0030099	157	56	3.28427863038655e-17	1.14716626215939e-16	0.160426022994154
GO:0030098	188	68	4.80328577135811e-21	1.70197373617697e-20	0.00149968795081699
GO:0030097	87	28	3.84724687302063e-08	1.21986359987998e-07	0.00740198025863783
GO:0042058	84	21	0.000133477448906084	0.000332400549869399	0.339232413908303
GO:0042060	76	38	8.77691649448256e-18	4.27225822652693e-17	0.314237442075375
GO:0019827	132	33	1.65093664993631e-06	4.11452684538594e-06	0.204728714113482
GO:0044839	134	15	0.476359563249125	0.596906126186967	0.733222621609147
GO:0032845	124	117	1.51214584452061e-105	1.39298859656125e-104	1.12772674432104e-07
GO:0032846	203	97	1.23424671445702e-41	5.765477567681e-41	0.000289933728045689
GO:0019882	212	35	0.00442229903996262	0.0074068978606053	0.476927376450781
GO:0019884	170	20	0.354557842148117	0.454108443981291	0.710422363785872
GO:0019886	92	9	0.70422032642846	0.840928844338566	0.872252642663931
GO:0032844	436	240	4.41147116258581e-122	2.37155753769276e-121	4.59209772771465e-10
GO:0044843	100	19	0.0081285748874945	0.0156981823057822	0.658999144616337
GO:0032890	51	28	9.02681405560718e-15	4.81556184474055e-14	0.061206702822196
GO:0032886	143	39	1.49463988886775e-08	4.03826945695964e-08	0.375105471303551
GO:0044801	127	37	5.21065362505941e-09	1.5013047412074e-08	0.374495159978294
GO:0030217	102	43	1.55957504190697e-16	6.43271484700254e-16	0.015982261733873
GO:0030216	76	8	0.612146155702333	0.767659765020704	0.811240558291765
GO:0032872	197	73	3.06950530413107e-23	1.11668410379418e-22	0.0477429467317182
GO:0032870	297	103	1.22565361478896e-29	4.17490799292421e-29	0.0383142066034867
GO:0032874	138	47	8.37140327884435e-14	2.81633610763788e-13	0.146963998393738
GO:0032869	76	31	7.95146033302766e-12	3.18951824869034e-11	0.0692162301504134
GO:0032868	136	58	3.46902114445405e-22	1.44854325926116e-21	0.0597179703205214
GO:0030203	157	19	0.313918525616652	0.41036244424293	0.836495811114356
GO:0030148	87	5	1	1	0.89519522075429
GO:0042147	78	10	0.337675320902049	0.47691044797627	0.0682257863962773
GO:0017156	58	44	2.94105027753406e-31	2.17171559475245e-30	0.00422831015449648
GO:0017157	155	98	6.80082333096738e-57	4.20063455770433e-56	0.000853124521716903
GO:0030111	309	93	7.21870430540576e-22	2.14411458376203e-21	0.312278648464662
GO:0017158	60	49	1.82382497546253e-37	1.44014280774289e-36	0.00740198025863783
GO:0030193	84	49	1.46939731404558e-26	8.35585233467569e-26	0.0367626865589676
GO:0042108	60	29	2.13594084659023e-13	1.00632393132266e-12	0.0210605859892091
GO:0030183	86	23	2.03090518730553e-05	5.38928644998897e-05	0.0623179455282577
GO:0030182	217	51	2.10840655348405e-08	4.91021416707942e-08	0.437019998892598
GO:0044764	443	84	3.31750201365607e-08	6.32063114834364e-08	0.185994570286293
GO:0042102	93	44	3.15361566062822e-19	1.45804522205396e-18	0.0210605859892091
GO:0044766	71	6	0.845175192751972	0.9627085650781	0.109549899207849
GO:0044770	245	37	0.014450981022531	0.0221688846529355	0.666109689689705
GO:0030178	197	57	4.69352164739664e-13	1.34008015032392e-12	0.318168607111558
GO:0030177	151	44	1.77499226527712e-10	5.10272402494197e-10	0.311167915628053
GO:0042110	195	76	9.50002246345384e-26	3.67841269950441e-25	0.00116065257388414
GO:0044772	239	35	0.0262789853324323	0.0392392660718961	0.562555543494738
GO:0042113	133	41	1.12761045443534e-10	3.44163286485798e-10	0.0243752993238606
GO:0044782	183	19	0.60031111620791	0.70374838556433	0.759298038987416
GO:0030168	110	42	2.13649777065675e-14	8.0295269270048e-14	0.189981194379549
GO:0042129	143	82	4.57351737890311e-43	2.56302967016539e-42	0.00301074289002447
GO:0030163	354	63	1.49790681050386e-05	2.68706517444784e-05	0.595137619669522
GO:0030198	290	63	1.15671406895473e-08	2.5149588100416e-08	0.0969465698374002
GO:0042176	366	114	4.99506166896511e-28	1.52824852905945e-27	0.117359672646177
GO:0042177	93	37	1.78255392423816e-13	6.8972227351239e-13	0.311036758939406
GO:0042180	73	10	0.262080945937989	0.390239668619773	0.0243752993238606
GO:0030705	130	26	0.00095169218583347	0.00191118408746042	0.480751566672822
GO:0003143	64	25	2.55071214354303e-09	9.79254143549044e-09	0.509477386187965
GO:0042770	95	22	0.000300721783178316	0.000695242909790176	0.600309323072942
GO:0042787	153	17	0.476983859040441	0.590833614109057	0.629792958451146
GO:0042795	70	2	1	1	0.935377985656007
GO:0042733	56	16	0.000168714948379955	0.000478517556887032	0.26445084986164
GO:0042742	223	70	8.77691649448256e-18	2.71933060979157e-17	0.0942808473608304
GO:0042752	99	88	1.59010970277098e-73	1.38009048270576e-72	7.06039243032324e-05
GO:0030799	149	55	1.08948426168259e-17	3.97372165877297e-17	0.073060459125777
GO:0030819	75	18	0.000681481996351211	0.00163721537436612	0.216213531751997
GO:0030810	98	29	1.67993562768856e-07	4.90945217612409e-07	0.160426022994154
GO:0030814	124	43	4.88889065537e-13	1.66486529040768e-12	0.0858346966654618
GO:0030817	109	32	4.65658056483361e-08	1.35329910841528e-07	0.32940128000716
GO:0030816	82	23	8.80853870279665e-06	2.44331634200115e-05	0.0915526643194843
GO:0030808	137	46	2.76304978620178e-13	9.13756101718449e-13	0.136454194165313
GO:0030802	129	41	3.98253513536403e-11	1.24472578619978e-10	0.295581610080828
GO:0030801	102	32	8.21004868416711e-09	2.54130437211499e-08	0.0904393951181935
GO:0030804	93	26	2.41904166328109e-06	6.68983877660008e-06	0.179771576224999
GO:0030855	304	63	7.18958292413387e-08	1.48169142590947e-07	0.604864293052388
GO:0030856	121	43	1.87294376439371e-13	6.53451966247073e-13	0.253433984568191
GO:0030858	54	19	1.420389435785e-06	4.90561817849212e-06	0.560722036709225
GO:0030833	150	31	0.000170630870187559	0.000352276901118201	0.343619479636459
GO:0030832	169	35	6.21124548915155e-05	0.000128558733463604	0.204728714113482
GO:0030838	75	18	0.000681481996351211	0.00163721537436612	0.399812689951394
GO:0030888	56	34	1.51559794775394e-19	8.88677378295109e-19	0.0238276867305541
GO:0042886	97	24	5.28317719448189e-05	0.000129488397467489	0.0767791682549663
GO:0030509	79	24	1.19537823729233e-06	3.59557846389559e-06	0.0501598234967838
GO:0030500	68	31	2.2359854014992e-13	9.96871365064895e-13	0.0121734397636851
GO:0042531	58	28	5.83672973932803e-13	2.73550199399805e-12	0.17436286189117
GO:0042542	102	46	5.20872245256291e-19	2.29121925210315e-18	0.00844342433860822
GO:0030534	136	49	2.0155228649061e-15	7.1236402647132e-15	0.0250414738511517
GO:0042552	65	11	0.08447173463587	0.149555993376219	0.70539856180109
GO:0030522	166	51	6.66576064126404e-13	2.03250159355654e-12	0.376536371930309
GO:0030516	88	47	2.60513242671243e-23	1.35442662676996e-22	0.0542653728302395
GO:0030518	70	17	0.000836423008944038	0.00203318741859181	0.56739842719923
GO:0030510	81	30	2.83837446790118e-10	1.03257527391126e-09	0.222442187629972
GO:0030512	65	17	0.000334351175738429	0.00086942356462687	0.335735808511191
GO:0042509	66	32	1.06402321045287e-14	5.02400229696161e-14	0.121002381223755
GO:0030574	64	8	0.400231883301541	0.565395068804317	0.987184419678743
GO:0042451	87	2	1	1	0.658999144616337
GO:0042455	106	2	1	1	0.711043017778352
GO:0042472	54	11	0.0263178469477898	0.0545372019828077	0.402428259682701
GO:0042475	68	18	0.000189393296860897	0.000498887648427907	0.0787572976228828
GO:0042476	93	27	6.88287505792924e-07	1.97785299848069e-06	0.118181250416798
GO:0042493	362	143	9.77981173818491e-49	3.84120183138289e-48	1.28614546102288e-05
GO:0003012	249	68	5.39890528671106e-14	1.45017878047093e-13	0.265881535027722
GO:0003013	201	88	3.33298489024538e-34	1.42716269488485e-33	0.0771147851514681
GO:0003014	95	37	3.84480179536561e-13	1.46771486440408e-12	0.0140843060647757
GO:0003018	152	73	1.04051536238518e-31	4.86860175997378e-31	0.0495440304116335
GO:0003002	224	55	1.0954808906361e-09	2.66549493033665e-09	0.194627054795924
GO:0040007	360	101	3.54128282842477e-21	9.78118639725679e-21	0.112962223780855
GO:0040014	67	33	2.24911736581931e-15	1.08372897242943e-14	0.126014281829757
GO:0040013	266	238	1.82789858861459e-203	1.59674254499418e-202	3.91870313976028e-10
GO:0040017	432	169	5.30609794393544e-57	2.07490961909054e-56	1.05891837488679e-05
GO:0030641	89	8	0.801832283977939	0.91939334754132	0.962251053913831
GO:0040029	179	23	0.190199554743538	0.258570648952679	0.778952677610597
GO:0042692	92	22	0.0001845253339139	0.000440684433683782	0.383949254981996
GO:0042632	61	12	0.0263214280989307	0.0530510144655162	0.85517346972287
GO:0030593	61	16	0.000484057167414836	0.00126280132824658	0.588911293690466
GO:0030595	121	43	1.87294376439371e-13	6.53451966247073e-13	0.11234449099212
GO:0042590	66	10	0.169851812149977	0.274154056372663	0.816075936986868
GO:0042593	156	61	5.75697614115478e-21	2.20496049773539e-20	0.013876452027256
GO:0042594	152	37	7.74215080383753e-07	1.87380578556678e-06	0.0473390929133813
GO:1990266	66	17	0.000404526169041418	0.00103839856351362	0.420681505119642
GO:0052548	370	97	3.6374785514621e-18	9.40883887315659e-18	0.0242027594006127
GO:0052547	394	103	3.82891271512601e-19	9.96026423664718e-19	0.030868975677767
GO:0015672	402	23	1	1	0.629281232488944
GO:0015698	143	9	1	1	0.669587920431118
GO:1990138	51	18	2.57853946220228e-06	8.96517049402441e-06	0.108864116283472
GO:0050000	65	16	0.00102201981994877	0.00251413804765834	0.0525542100573311
GO:0003333	67	2	1	1	0.934690486839874
GO:0005996	206	28	0.0953599520429529	0.134803862748092	0.884134352855131
GO:0005976	76	9	0.450494687409993	0.606004739826973	0.960701589996105
GO:0005975	496	46	0.882894728340587	0.933816820918666	0.649456053699028
GO:0005977	52	7	0.344051884722552	0.51636158134194	0.982206042947492
GO:0030968	107	19	0.016430791642592	0.0298787091245595	0.733222621609147
GO:0042990	88	66	6.78974281399054e-46	4.93818638354152e-45	0.00112899106581266
GO:1904064	94	50	1.27201742844805e-24	6.61931216531366e-24	0.0104354234856507
GO:1904063	55	49	3.03018738421099e-41	2.63625860571638e-40	0.00781428868493704
GO:1904062	224	117	2.12190880725862e-55	1.08300011812846e-54	0.000289933728045689
GO:1904018	137	50	5.69010826548361e-16	2.04391262085987e-15	0.27768210823311
GO:1904029	84	28	1.65415357284528e-08	5.41034362100256e-08	0.0467991907771052
GO:1904035	64	32	3.51386252410892e-15	1.71022738185335e-14	0.14545566307371
GO:1902105	233	136	1.19301118656423e-72	6.80223401876179e-72	1.92462472688935e-06
GO:1902106	80	73	5.96427548417323e-63	5.23912070041675e-62	4.14782140441345e-07
GO:1902107	128	66	4.28719261313337e-31	2.16998214978509e-30	0.00844342433860822
GO:1902117	57	16	0.00021031523590995	0.000587457234843941	0.646018225957005
GO:1902115	140	32	1.7188860401781e-05	3.90862515872365e-05	0.72005173976945
GO:0015909	53	14	0.00102201981994877	0.00268588355579452	0.572910872797504
GO:0015908	67	19	4.56063800308282e-05	0.000128134580851155	0.876293962235241
GO:0015918	50	12	0.0054958543784451	0.0133109201045801	0.445438293379672
GO:0015914	60	9	0.19695660203101	0.318827540526886	0.862579833228625
GO:0015931	201	15	1	1	0.796390422174176
GO:0015992	150	1	1	1	0.195020803249074
GO:0015980	125	21	0.0214294125040195	0.0368091028668495	0.944740443733604
GO:1902041	55	25	5.42801183565728e-11	2.39764319369892e-10	0.0175494570221087
GO:1904668	82	8	0.706656367061017	0.849291731539962	0.816739582321999
GO:1904667	73	7	0.725284817696125	0.87165983159922	0.636060677130022
GO:1904666	86	10	0.461942227941001	0.608875238497009	0.505835103856614
GO:1990542	72	3	1	1	0.247247800205096
GO:2000573	58	15	0.000853883565616456	0.00221186793720457	0.501207938595595
GO:1904589	169	111	5.03320218786095e-67	3.22905976101258e-66	7.50596745665419e-06
GO:1904591	94	50	1.27201742844805e-24	6.61931216531366e-24	0.00836555832827756
GO:1904590	58	58	3.51830505913937e-57	3.39662137639203e-56	0.000191977908982185
GO:0015718	131	29	7.84801845996552e-05	0.00017345307884626	0.89492625666946
GO:0015711	391	59	0.00226415816211898	0.00343365560856709	0.835595663426493
GO:0015749	55	10	0.0664766539463088	0.125931134190409	0.887830026531136
GO:0015748	80	10	0.366710590080926	0.511494956466536	0.835369378586306
GO:0015758	51	9	0.0938862885571276	0.173322594320387	0.820476715553296
GO:0001101	312	99	3.84068332816133e-25	1.2035464254677e-24	0.169577314471169
